ID,SMILES
0301,NC1=CC(C(O)=O)=C(C=C1)N(=O)=O
0302,CC1=C(N)C=CC(N)=C1
0303,NC1=C(OC(F)(F)F)C=CC=C1
0304,NC1=CC(=C(N)C=C1)C(F)(F)F
0305,NC1=CC(N)=C(Cl)C=C1
0306,CN1CCN(CC1)C1=CC(N)=CC=C1
0307,NC1=CC2=C(NN=C2)C=C1
0308,NC1=CC=C(C=C1)C#N
0309,Cl.NC(=O)NC1=CC(N)=CC=C1
0310,NC1=CC=CC(OC(F)(F)F)=C1
0311,COC1=CC=C(N)C2=CC=CC=C12
0312,NC1=CC=C(F)C(F)=C1CC(O)=O
0313,NCC1=C(N)C=CC=C1F
0314,COC1=C(C)C=C(N)C=C1
0315,NC1=C(O)C=CC(Cl)=C1
0316,COC1=CC=C(N)C(=C1)C#N
0317,NC1=CC=C(C=C1)N1CCCCC1
0318,NC1=CC=C(C=C1Cl)C#N
0319,NC1=CC2=C(NC(=O)N2)C=C1
0320,COC1=CC=C(C=C1N)C#N
0321,NC1=CC(O)=C(Cl)C=C1F
0322,NC1=CC(N)=C(F)C=C1Cl
0323,NC1=C(F)C=C(F)C(F)=C1
0324,CC1=CC(N)=C(F)C=C1
0325,NC1=C(F)C=CC=C1C(F)(F)F
0326,NC1=CC(=CC(F)=C1)C(F)(F)F
0327,NC1=CC=C(C=C1)C(F)(F)F
0328,CC(C)NC1=C(N)C=CC(F)=C1
0329,NC1=CC=CC(Cl)=C1F
0330,NC1=CC(Cl)=CC=C1F
0331,NC1=CC(CC(O)=O)=CC=C1
0332,COC1=C(N)C(=CC=C1)C(O)=O
0333,NC1=C(F)C(C(O)=O)=C(F)C(F)=C1
0334,NCC1=CC=C(N)C=C1
0335,CC(=O)C1=C(N)C=C2OCOC2=C1
0336,NC1=CC=C(F)C(=C1)C(O)=O
0337,NC1=CC(F)=CC=C1O
0338,NC1=CC=C(O)C=C1F
0339,NC1=CC(F)=C(F)C=C1C(O)=O
0340,CC1=CC(N)=C(F)C=C1Cl
0341,CNC1=C(N)C=CC=C1
0342,NC1=CC=CC(Cl)=C1C(F)(F)F
0343,NC1=CC(F)=CC(F)=C1F
0344,NC1=C(Cl)C=CC(F)=C1
