ID,SMILES
00,C1=CC=CC=C1
01,CC1=CC=CC=C1
02,CC1=CC=C(C(C)C)C=C1
03,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1
04,CC1=C(C)C(C)=C(C)C(C)=C1C
05,CC(C)C1=CC=C(C(C)C)C=C1
06,C1(C2=CC=CC=C2)=CC=CC=C1
07,C12=CC=CC=C1CCC2
08,C12=CC=CC=C1CCCC2
09,C1(CC2)=CC=C(CCC3=CC=C2C=C3)C=C1
10,CCC1=CC(CC)=CC(CC)=C1
11,CC1=CC=CC=C1C
12,O=C(OC)C1=CC=CC=C1C
13,OCC1=CC=C(C)C=C1
